Report Number,Title of Report,Classification,Date,Formula,Year,Month,Season,latitude,longitude,State,Country,Region
1438,Report 1438: Barefoot tracks and whistling heard while hunting,Class B,2000-10-28T12:00:00Z,2000,2000,October,Fall,46.93333,-121.2692,WA,United States,West
7789,Report 7789: Members of Job Corps group have several encounters,Class A,1979-10-15T12:00:00Z,1979,1979,October,Fall,45.5145,-122.3352,OR,United States,West
1585,Report 1585: Witness reports bad smell and a scream,Class B,1985-07-26T12:00:00Z,1985,1985,July,Summer,46.9363,-122.7607,WA,United States,West
12876,Report 12876: Deer hunters hear wood knocks near Aberdeen,Class B,2005-10-15T12:00:00Z,2005,2005,October,Fall,46.93755,-123.8358,WA,United States,West
2303,Report 2303: Woman see's dark upright man-like figure while walking dogs,Class A,2001-04-25T12:00:00Z,2001,2001,April,Spring,46.9382,-122.382,WA,United States,West
26101,Report 26101: Teacher sees a bigfoot cross the highway in front of her near Aberdeen,Class A,1995-01-15T12:00:00Z,1995,1995,January,Winter,46.94102,-123.7727,WA,United States,West
20435,Report 20435: Woman recalls childhood incident -- possible stalking near Yelm,Class B,1987-07-15T12:00:00Z,1987,1987,July,Summer,46.94445,-122.6893,WA,United States,West
1986,"Report 1986: Hikers make track find on Table Rock Creek, Oregon",Class B,2001-03-18T12:00:00Z,2001,2001,March,Spring,44.97487,-122.3057,OR,United States,West
1587,Report 1587: Loud vocalizations sounds heard,Class A,1990-05-03T12:00:00Z,1990,1990,May,Spring,46.94913,-122.6869,WA,United States,West
1596,"Report 1596: Two men witness three large individuals, two very large and the other about two-thirds their size",Class A,1967-08-16T12:00:00Z,1967,1967,August,Summer,46.94917,-122.6869,WA,United States,West
9868,Report 9868: Youths in Summer Camp have noisy nighttime experience,Class B,1967-07-15T12:00:00Z,1967,1967,July,Summer,46.951,-122.2985,WA,United States,West
50678,Report 50678: Marines on a training mission have a possible night encounter on Fort Lewis,Class B,1997-06-24T12:00:00Z,1997,1997,June,Summer,46.958,-122.6755,WA,United States,West
46520,Report 46520: Homeowner has possible encounter while in his yard near Ocean Shores,Class B,2014-03-15T12:00:00Z,2014,2014,March,Spring,46.96114,-124.1526,WA,United States,West
41111,Report 41111: Woman standing on her elevated deck is approached from underneath by something large near Ocean Shores,Class B,2009-07-26T12:00:00Z,2009,2009,July,Summer,46.96189,-124.1692,WA,United States,West
3281,"Report 3281: At night, soldier in training has sighting at Ft. Lewis",Class A,2004-10-10T12:00:00Z,2004,2004,October,Fall,46.96515,-122.69,WA,United States,West
2599,Report 2599: Grays Harbor County Sheriff's Department Offense report/summary,Class A,1982-06-02T12:00:00Z,1982,1982,June,Summer,46.9705,-123.6288,WA,United States,West
29303,Report 29303: Man and dog enjoying the evening on a river have rocks thrown toward them near Yelm,Class B,2011-05-20T12:00:00Z,2011,2011,May,Spring,46.97441,-122.6317,WA,United States,West
946,"Report 946: Unusual sounds heard, sighting of fast upright animal",Class A,1995-07-01T12:00:00Z,1995,1995,July,Summer,46.9782,-123.3893,WA,United States,West
1687,Report 1687: Sasquatch seen while father and son were hunting elk,Class A,1997-10-25T12:00:00Z,1997,1997,October,Fall,46.97944,-121.0939,WA,United States,West
187,Report 187: Unusual vocalization heard near Sandy,Class B,2000-07-22T12:00:00Z,2000,2000,July,Summer,45.40023,-122.2777,OR,United States,West
13037,Report 13037: Possible nest nest and food remains found by retired soldier near the Sandy River,Class B,1970-07-15T12:00:00Z,1970,1970,July,Summer,45.4861,-122.277,OR,United States,West
63900,Report 63900: Possible sasquatch vocalizations at Oliver Lake in Mt. Ranier National Park,Class B,2021-01-15T12:00:00Z,2021,2021,January,Winter,46.9805,-121.7464,WA,United States,West
455,"Report 455: Squaw Lake fisherman followed.  Unrecognized stench, knocking, and high pitch howl heard while fishing along lake shore",Class B,1998-08-15T12:00:00Z,1998,1998,August,Summer,42.47,-122.275,OR,United States,West
23558,Report 23558: Friends lost on backroads west of Olympia are stunned by a creature with large green eyes,Class A,2008-04-05T12:00:00Z,2008,2008,April,Spring,46.98278,-123.1742,WA,United States,West
77,Report 77: Couple hear vocalizations while camping at Milk Lake,Class B,1983-09-01T12:00:00Z,1983,1983,September,Fall,46.98333,-121.0922,WA,United States,West
5350,Report 5350: College students get approached by sasquatch and shoot at it,Class B,1977-07-15T12:00:00Z,1977,1977,July,Summer,44.8623,-122.2728,OR,United States,West
1683,Report 1683: A fisherman's encounter along a trail near Patison Lake,Class A,1984-05-16T12:00:00Z,1984,1984,May,Spring,46.985,-122.7669,WA,United States,West
28197,Report 28197: Man recalls his possible nighttime encounter while instructing at Ft. Lewis,Class B,1977-10-01T12:00:00Z,1977,1977,October,Fall,46.98578,-122.6997,WA,United States,West
12838,Report 12838: Night time sighting along B Street outside Aberdeen,Class A,2005-12-01T12:00:00Z,2005,2005,December,Winter,46.98621,-123.8161,WA,United States,West
10062,Report 10062: Man Hears Evening Vocals in Prior Sighting Area,Class B,2004-12-18T12:00:00Z,2004,2004,December,Winter,46.988,-123.8647,WA,United States,West
5053,Report 5053: Possible bigfoot encounter changes a mischievous teenager's plan,Class B,2002-09-05T12:00:00Z,2002,2002,September,Fall,45.4684,-122.2487,OR,United States,West
1685,Report 1685: Skydivers witness creature while flying over mountain,Class A,1996-08-16T12:00:00Z,1996,1996,August,Summer,46.9974,-122.1694,WA,United States,West
24876,Report 24876: Man camping alone hears possible wood knock and vocalization near Greenwater,Class B,2008-09-14T12:00:00Z,2008,2008,September,Fall,46.99857,-121.6321,WA,United States,West
24612,Report 24612: Couple camping NW of Mt. Rainier hear loud vocals and footsteps,Class B,2008-08-24T12:00:00Z,2008,2008,August,Summer,47.00008,-121.9563,WA,United States,West
5331,Report 5331: Upright creature walks on two legs towards hunter near Mt. Rainier National Park,Class A,2002-11-16T12:00:00Z,2002,2002,November,Fall,47.0019,-121.6279,WA,United States,West
24882,Report 24882: Four campers have nighttime visitation and then a visual observation of a sasquatch near Estacada,Class A,2008-08-10T12:00:00Z,2008,2008,August,Summer,44.95023,-122.2347,OR,United States,West
1226,Report 1226: Teens returning from baseball game were chased by bigfoot.,Class A,1972-08-31T12:00:00Z,1972,1972,August,Summer,47.0033,-123.4822,WA,United States,West
3820,Report 3820: Sasquatch evidence near Mount McLoughlin,Class B,1979-10-01T12:00:00Z,1979,1979,October,Fall,42.4356,-122.2328,OR,United States,West
337,Report 337: Man working his land hears rock against wood sound and distant answer,Class B,2000-08-16T12:00:00Z,2000,2000,August,Summer,47.0044,-122.5386,WA,United States,West
1584,Report 1584: Loud knocking of wood striking another piece of wood,Class B,2000-03-13T12:00:00Z,2000,2000,March,Spring,47.00444,-122.5386,WA,United States,West
18823,Report 18823: Young Man Has Surprise Encounter at High School Graduation Party,Class A,1982-06-04T12:00:00Z,1982,1982,June,Summer,47.00625,-123.2902,WA,United States,West
1602,Report 1602: Sighting by campers,Class A,1995-06-10T12:00:00Z,1995,1995,June,Summer,47.01278,-121.4642,WA,United States,West
1594,Report 1594: Footprints found with huge Toes on each print,Class A,1997-11-28T12:00:00Z,1997,1997,November,Fall,47.01278,-121.4642,WA,United States,West
16364,Report 16364: Family on bikes sees black hairy creature walking in a riverbed near Fairfax,Class A,2001-05-01T12:00:00Z,2001,2001,May,Spring,47.01562,-122.0282,WA,United States,West
4452,Report 4452: US Army Ranger training mission near Greenwater finds large barefoot human shaped tracks,Class A,1982-08-15T12:00:00Z,1982,1982,August,Summer,47.0183,-121.5344,WA,United States,West
6990,Report 6990: Scream heard while staying overnight near Greenwater,Class B,2003-12-09T12:00:00Z,2003,2003,December,Winter,47.0228,-121.5497,WA,United States,West
495,"Report 495: Passing motorist observes a tall, hairy animal in the headlights along a side road just off of the Orting-Kapowsin Highway",Class A,2000-10-07T12:00:00Z,2000,2000,October,Fall,47.0274,-122.3003,WA,United States,West
47035,Report 47035: Resident outside for a smoke in the early morning hours hears strange vocalizations near Spanaway,Class B,2014-11-07T12:00:00Z,2014,2014,November,Fall,47.03189,-122.3677,WA,United States,West
1131,Report 1131: Hunter hears strange noises near Montesano,Class B,2000-12-01T12:00:00Z,2000,2000,December,Winter,47.0413,-124.053,WA,United States,West
36618,Report 36618: Loud late night stomping frightens backpackers near Echo Lake,Class B,2012-10-07T12:00:00Z,2012,2012,October,Fall,47.04433,-121.4234,WA,United States,West
12021,Report 12021: Boy encounters animal near Lemolo Lake,Class A,1956-07-15T12:00:00Z,1956,1956,July,Summer,43.31815,-122.1954,OR,United States,West
3438,Report 3438: Five member family camping see a hairy upright animal,Class A,1995-05-26T12:00:00Z,1995,1995,May,Spring,47.0466,-121.51,WA,United States,West
36467,Report 36467: Man driving home through Joint Base Lewis-McChord sees an animal walk across the road south of Spanaway,Class A,2012-09-12T12:00:00Z,2012,2012,September,Fall,47.05072,-122.4212,WA,United States,West
1589,Report 1589: Two hunters find large track,Class B,1979-11-16T12:00:00Z,1979,1979,November,Fall,47.05472,-121.8211,WA,United States,West
42448,Report 42448: Motorist has a close daylight sighting of a Sasquatch chasing a deer near Ocean Shores (Sketches included),Class A,2013-09-30T12:00:00Z,2013,2013,September,Fall,47.0562,-124.0556,WA,United States,West
3624,"Report 3624: Nighttime sighting by motorist on I-84, west of Multnomah Falls",Class A,2002-01-09T12:00:00Z,2002,2002,January,Winter,45.55364,-122.1884,OR,United States,West
12156,"Report 12156: Bicyclist hears vocalization, wood knocks and sees tree shaking",Class B,2005-06-21T12:00:00Z,2005,2005,June,Summer,44.699,-122.1874,OR,United States,West
5725,Report 5725: Man hears loud vocalization while woodworking on his porch,Class B,2002-11-15T12:00:00Z,2002,2002,November,Fall,47.0586,-122.2864,WA,United States,West
38413,Report 38413: Homeowner hears unusual vocalizations in his backyard near Orting,Class B,2012-10-15T12:00:00Z,2012,2012,October,Fall,47.06045,-122.157,WA,United States,West
42395,Report 42395: Motorist sees a large hairy biped cross the road at dusk in Spanaway,Class A,2012-10-10T12:00:00Z,2012,2012,October,Fall,47.064,-122.3482,WA,United States,West
65451,"Report 65451: Sighting near Ocean City, Washington 2016",Class A,2016-10-01T12:00:00Z,2016,2016,October,Fall,47.0709,-124.166,WA,United States,West
9248,Report 9248: Hunter hears morning vocalization and has evening sighting north of Diamond Lake,Class A,2004-08-28T12:00:00Z,2004,2004,August,Summer,43.3622,-122.1814,OR,United States,West
51994,Report 51994: Man and girlfriend have sighting on Joint Base Lewis-McChord road near Spanaway,Class A,2016-05-29T12:00:00Z,2016,2016,May,Spring,47.07405,-122.4428,WA,United States,West
11930,Report 11930: Soldier sees large figure while on patrol at Fort Lewis,Class B,1971-03-01T12:00:00Z,1971,1971,March,Spring,47.0849,-122.5926,WA,United States,West
12523,"Report 12523: Campers hear possible vocalizations in Gifford Pinchot NF, near Tarbell Trail",Class B,2005-09-05T12:00:00Z,2005,2005,September,Fall,45.4549,-122.1761,OR,United States,West
36326,Report 36326: Nighttime sighting by campers stopped on remote road near Wishkah,Class A,2004-07-15T12:00:00Z,2004,2004,July,Summer,47.08824,-123.7194,WA,United States,West
1731,Report 1731: 25-50 Footprints found near Orting,Class B,1978-04-30T12:00:00Z,1978,1978,April,Spring,47.0945,-122.0874,WA,United States,West
8777,Report 8777: Boy observes sasquatch on hillside near Orting,Class A,1998-09-15T12:00:00Z,1998,1998,September,Fall,47.0958,-122.2356,WA,United States,West
21807,Report 21807: Teenage girl and her younger sister chased out of the woods near Greenwater,Class B,2002-07-15T12:00:00Z,2002,2002,July,Summer,47.09685,-121.45,WA,United States,West
37730,Report 37730: Teen views ape-like animal crossing road quadrupedally at night in Enumclaw,Class A,2008-01-02T12:00:00Z,2008,2008,January,Winter,47.09762,-122.5368,WA,United States,West
624,Report 624: Sounds heard at Skookum Lake.,Class B,1991-07-04T12:00:00Z,1991,1991,July,Summer,44.99745,-122.1647,OR,United States,West
657,"Report 657: A man and woman report smelling a strange, powerful odor while on a forest road late at night",Class B,1993-08-02T12:00:00Z,1993,1993,August,Summer,44.9979,-122.1631,OR,United States,West
8025,Report 8025: Camper has night sighting near Crater Lake,Class A,1983-07-01T12:00:00Z,1983,1983,July,Summer,42.8673,-122.1629,OR,United States,West
50160,Report 50160: Gibberish-like talking heard at a residence near DuPont,Class B,2012-06-01T12:00:00Z,2012,2012,June,Summer,47.09982,-122.6246,WA,United States,West
32824,Report 32824: Recollection of a road crossing at dusk while working as an MP on Fort Lewis,Class A,1986-09-15T12:00:00Z,1986,1986,September,Fall,47.10637,-122.5958,WA,United States,West
16644,Report 16644: Man and wife find large tracks with large stride east of Greenwater,Class B,1999-04-15T12:00:00Z,1999,1999,April,Spring,47.1144,-121.4844,WA,United States,West
43859,Report 43859: Horse trainer hears frightening vocalizations near Shelton,Class B,2014-01-15T12:00:00Z,2014,2014,January,Winter,47.12015,-123.0865,WA,United States,West
28898,Report 28898: Dusk and nighttime sightings by couple at rock quarry near Greenwater,Class A,2008-06-07T12:00:00Z,2008,2008,June,Summer,47.12045,-121.5298,WA,United States,West
1495,Report 1495: Man and wife in car see a sasquatch eating frogs on the road,Class A,1960-07-18T12:00:00Z,1960,1960,July,Summer,47.1305,-123.0966,WA,United States,West
26255,Report 26255: Woman tells of daylight sighting while hiking near Mud Mountain Dam,Class A,2002-07-15T12:00:00Z,2002,2002,July,Summer,47.13485,-121.9418,WA,United States,West
46769,Report 46769: Mushroom picking couple scared out of a forest near Wilkeson,Class B,2014-10-08T12:00:00Z,2014,2014,October,Fall,47.1352,-122.0669,WA,United States,West
36370,Report 36370: Close encounter scares hunters off their campsite east of Sweet Home,Class A,2012-08-31T12:00:00Z,2012,2012,August,Summer,44.40946,-122.1322,OR,United States,West
13654,Report 13654: Man describes childhood encounter near Sunrise Elementary School in Puyallup,Class A,1983-05-11T12:00:00Z,1983,1983,May,Spring,47.14385,-122.3055,WA,United States,West
1160,Report 1160: Woman hears unrecognizable vocalizations near Cle Elum,Class B,1997-01-01T12:00:00Z,1997,1997,January,Winter,47.14472,-120.7967,WA,United States,West
29975,Report 29975: Woman recalls driving at night and feeling her car get shoved by a large biped near Steilacoom,Class B,1993-04-15T12:00:00Z,1993,1993,April,Spring,47.147,-122.6028,WA,United States,West
1593,Report 1593: Sounds heard like growling,Class B,1980-04-16T12:00:00Z,1980,1980,April,Spring,47.15556,-122.4328,WA,United States,West
1815,Report 1815: Hiker encounters intimidating beating sounds and heavy running footsteps,Class B,2000-05-15T12:00:00Z,2000,2000,May,Spring,47.1608,-121.6594,WA,United States,West
9447,Report 9447: Unusual sounds heard near Enumclaw,Class B,2003-04-05T12:00:00Z,2003,2003,April,Spring,47.16145,-121.8943,WA,United States,West
44989,Report 44989: Campers hear possible vocalization just outside their tent in Mt. Hood National Forest,Class B,2013-09-24T12:00:00Z,2013,2013,September,Fall,45.1518,-122.1032,OR,United States,West
7366,Report 7366: Couple in car observe an upright animal crossing highway,Class A,2003-11-08T12:00:00Z,2003,2003,November,Fall,43.6165,-122.1,OR,United States,West
51499,Report 51499: Woman and her daughter hear strange vocalizations near Bonney Lake,Class B,2016-03-16T12:00:00Z,2016,2016,March,Spring,47.172,-122.1625,WA,United States,West
11818,Report 11818: Fisherman has close sighting on Breitenbush River,Class A,2003-06-15T12:00:00Z,2003,2003,June,Summer,44.7679,-122.095,OR,United States,West
28788,Report 28788: Memory told of close encounter with a sasquatch while picking up clay pigeons near Sumner,Class A,1976-09-15T12:00:00Z,1976,1976,September,Fall,47.17295,-122.2214,WA,United States,West
1778,Report 1778: Three young hunters hear very loud scream across Diamond Peak Wilderness valley.,Class B,2000-09-10T12:00:00Z,2000,2000,September,Fall,43.5883,-122.0833,OR,United States,West
9352,"Report 9352: Driver has daylight, road-cross encounter near Chiloquin",Class A,2004-09-19T12:00:00Z,2004,2004,September,Fall,43.08929,-122.0802,OR,United States,West
1724,Report 1724: Bonney Lake,Class A,1975-10-11T12:00:00Z,1975,1975,October,Fall,47.1772,-122.1852,WA,United States,West
24310,Report 24310: Camper diverts tall creature approaching him near Puyallup,Class B,1983-08-06T12:00:00Z,1983,1983,August,Summer,47.1787,-122.2484,WA,United States,West
1388,"Report 1388: Hiker encounters huge, upright animal at creek on Grass Mountain",Class A,1990-06-18T12:00:00Z,1990,1990,June,Summer,47.1826,-121.7713,WA,United States,West
10653,Report 10653: Young bike riders see large animal cross road,Class A,1974-06-27T12:00:00Z,1974,1974,June,Summer,47.18556,-122.2917,WA,United States,West
56232,Report 56232: Possible knocks and vocalization heard from inside a home near Buckley,Class B,2018-04-30T12:00:00Z,2018,2018,April,Spring,47.1862,-122.1054,WA,United States,West
4595,"Report 4595: Late night sighting by family along Hwy 126, near McKenzie Bridge",Class A,1977-03-19T12:00:00Z,1977,1977,March,Spring,44.23861,-122.0505,OR,United States,West
67451,Report 67451: Possible sighting and track in the GMU 328 Naneum Unit near Ellensburg,Class B,2021-01-13T12:00:00Z,2021,2021,January,Winter,47.18806,-120.554,WA,United States,West
35669,Report 35669: Possible rock throwing incident while taking photos off of Hwy. 109 near Pacific Beach,Class B,2012-06-02T12:00:00Z,2012,2012,June,Summer,47.19006,-124.199,WA,United States,West
45049,Report 45049: Two men have a close up sighting during road crossing outside Cle Elum at sunset,Class A,2014-05-12T12:00:00Z,2014,2014,May,Spring,47.1902,-120.9783,WA,United States,West
11304,Report 11304: Campers hear moaning howl at Waldo Lake at night.,Class B,1992-10-15T12:00:00Z,1992,1992,October,Fall,43.6947,-122.0449,OR,United States,West
1895,Report 1895: Four hunters find large tracks in snow outside their camp,Class B,1970-11-22T12:00:00Z,1970,1970,November,Fall,47.19944,-120.2758,WA,United States,West
1389,Report 1389: Hikers hear loud vocal exchanges on Grass Mountain.,Class B,1995-09-13T12:00:00Z,1995,1995,September,Fall,47.1998,-121.7565,WA,United States,West
56932,Report 56932: Hiker has an afternoon sighting behind a mountain resort in Cle Elum,Class A,2016-01-27T12:00:00Z,2016,2016,January,Winter,47.20113,-121.0161,WA,United States,West
9850,Report 9850: Two fishermen hear tree knocking and low roar,Class B,2002-11-01T12:00:00Z,2002,2002,November,Fall,47.2055,-123.3958,WA,United States,West
69553,Report 69553: Possible encounter in darkness outside Cle Elem,Class B,2021-08-27T12:00:00Z,2021,2021,August,Summer,47.21551,-120.9383,WA,United States,West
61038,Report 61038: Mother camping with her kids hears loud vocalizations from outside their tent at Joemma Beach State Park campground,Class B,2018-09-30T12:00:00Z,2018,2018,September,Fall,47.2255,-121.805,WA,United States,West
7580,Report 7580: Man shares encounters of an unknown subject,Class B,2004-11-16T12:00:00Z,2004,2004,November,Fall,47.2293,-123.4898,WA,United States,West
8197,Report 8197: Hartstene Island homeowners find footprints and hear strange vocalizations,Class B,2004-06-08T12:00:00Z,2004,2004,June,Summer,47.23194,-122.885,WA,United States,West
24216,Report 24216: Possible vocalizations heard near a fish hatchery on the Humptulips River,Class B,2008-07-05T12:00:00Z,2008,2008,July,Summer,47.2331,-123.9878,WA,United States,West
1730,Report 1730: Lake Tapps,Class A,1975-10-13T12:00:00Z,1975,1975,October,Fall,47.2416,-122.1833,WA,United States,West
959,Report 959: Sighting by a deer hunter on a logging road.,Class A,1997-10-15T12:00:00Z,1997,1997,October,Fall,47.2475,-123.8886,WA,United States,West
1394,"Report 1394: Campers hear loud guttral, high pitched  sceams.",Class B,1997-07-05T12:00:00Z,1997,1997,July,Summer,47.25722,-120.8908,WA,United States,West
11313,Report 11313: Turkey hunters surprised by loud vocalizations near Wenatchee,Class B,2005-04-17T12:00:00Z,2005,2005,April,Spring,47.2637,-120.2238,WA,United States,West
2760,Report 2760: Environmental Engineer hears calling and responding screams,Class B,2001-07-03T12:00:00Z,2001,2001,July,Summer,47.2641,-123.1583,WA,United States,West
12138,Report 12138: Hikers report possible stalking and rock/stick throwing in White River drainage near Muckleshoot Reservation,Class B,2002-05-01T12:00:00Z,2002,2002,May,Spring,47.275,-122.195,WA,United States,West
1568,Report 1568: Creature observed turning it's head and looking straight at witness,Class A,1993-10-15T12:00:00Z,1993,1993,October,Fall,47.27667,-122.8858,WA,United States,West
12689,Report 12689: Nighttime sighting by motorist near Jarrel Cove State Park,Class A,2005-09-26T12:00:00Z,2005,2005,September,Fall,47.28069,-122.8833,WA,United States,West
1382,Report 1382: Creature observed by hunters,Class A,1984-10-17T12:00:00Z,1984,1984,October,Fall,47.2831,-121.9258,WA,United States,West
9289,"Report 9289: Elk hunter hears growl, finds footprints, feces.",Class B,2004-08-31T12:00:00Z,2004,2004,August,Summer,44.4625,-121.9683,OR,United States,West
28781,Report 28781: Two witnesses see strange quadruped from truck near Moclips,Class A,2002-08-01T12:00:00Z,2002,2002,August,Summer,47.2838,-124.2306,WA,United States,West
1996,Report 1996: Screams wake campers on consecutive nights at Cle Elum Lake,Class B,2004-10-16T12:00:00Z,2004,2004,October,Fall,47.2842,-121.0777,WA,United States,West
23460,Report 23460: Husband and wife hear possible vocalizations on Harstine Island,Class B,2008-03-12T12:00:00Z,2008,2008,March,Spring,47.28435,-122.8665,WA,United States,West
24826,Report 24826: Couple meets sasquatch and finds nest in cave.,Class A,1996-01-15T12:00:00Z,1996,1996,January,Winter,45.0295,-121.9584,OR,United States,West
4859,Report 4859: Daytime sighting by horseback riders one mile from Green River Gorge Bridge,Class A,1992-04-01T12:00:00Z,1992,1992,April,Spring,47.288,-121.9658,WA,United States,West
28485,Report 28485: Possible daytime encounter by a family hiking near Lake Cushman,Class B,2011-01-25T12:00:00Z,2011,2011,January,Winter,47.29435,-123.1267,WA,United States,West
1109,Report 1109: Campers hear vocalizations near Clear Lake,Class B,2000-07-15T12:00:00Z,2000,2000,July,Summer,47.29833,-120.3,WA,United States,West
14841,Report 14841: Possible approach to a property on the edge of the Salmon Huckleberry Wilderness,Class B,2003-02-15T12:00:00Z,2003,2003,February,Winter,45.3207,-121.9547,OR,United States,West
21154,Report 21154: Couple has possible daylight encounter near Proxy Falls,Class B,1977-05-01T12:00:00Z,1977,1977,May,Spring,44.15568,-121.9531,OR,United States,West
673,Report 673: Hiker encounters large animal at close range in Mount Washington Wilderness,Class A,2000-07-15T12:00:00Z,2000,2000,July,Summer,44.27795,-121.9524,OR,United States,West
1383,Report 1383: Creature seen running along a road,Class A,1973-04-18T12:00:00Z,1973,1973,April,Spring,47.29944,-122.1806,WA,United States,West
13597,Report 13597: Possible vocals heard near Klamath Lake,Class B,2006-01-16T12:00:00Z,2006,2006,January,Winter,42.23865,-121.9446,OR,United States,West
423,"Report 423: Daylight sighting by fisherman near Easton, Washington",Class A,2000-10-08T12:00:00Z,2000,2000,October,Fall,47.3178,-121.2802,WA,United States,West
1586,Report 1586: Loud vocalizations sounds heard,Class B,1999-08-18T12:00:00Z,1999,1999,August,Summer,47.32944,-122.5789,WA,United States,West
3150,Report 3150: Three witnesses throwing rocks in lake see a Bigfoot peeking at them,Class A,1965-07-30T12:00:00Z,1965,1965,July,Summer,47.3338,-121.2309,WA,United States,West
9175,"Report 9175: Just before daybreak, camper hears loud vocalization near Lost Lake",Class B,2004-08-18T12:00:00Z,2004,2004,August,Summer,47.33515,-121.4044,WA,United States,West
958,"Report 958: Family find fresh, barefooted, humanlike footprints.",Class A,1994-10-01T12:00:00Z,1994,1994,October,Fall,47.33694,-123.5894,WA,United States,West
44946,Report 44946: Couple awakened by very loud howls near Maple Valley,Class B,2014-05-02T12:00:00Z,2014,2014,May,Spring,47.34072,-122.0775,WA,United States,West
70737,Report 70737: Heavy thuds and distinct rock clacking north of Teanaway Butte (Wenatchee NF),Class B,2021-10-15T12:00:00Z,2021,2021,October,Fall,47.34432,-120.9477,WA,United States,West
50214,Report 50214: Man returning home late at night sees gray biped near Key Center,Class A,2015-11-11T12:00:00Z,2015,2015,November,Fall,47.34805,-122.741,WA,United States,West
2070,Report 2070: Two men see something walk up and over ridge behind home,Class A,2004-10-17T12:00:00Z,2004,2004,October,Fall,47.35305,-120.2955,WA,United States,West
1567,Report 1567: Hikers find a large track,Class B,1996-04-14T12:00:00Z,1996,1996,April,Spring,47.3542,-123.2334,WA,United States,West
14112,Report 14112: Afternoon sighting by motorists near Quinault Fish Hatchery,Class A,2004-07-29T12:00:00Z,2004,2004,July,Summer,47.3631,-123.9718,WA,United States,West
12216,Report 12216: Family is approached near their forest cabin.,Class A,1993-06-15T12:00:00Z,1993,1993,June,Summer,45.33,-121.9165,OR,United States,West
3441,Report 3441: Oregon resident near Mt. Hood catches glimpse of a bigfoot in his neighborhood,Class A,2001-11-29T12:00:00Z,2001,2001,November,Fall,45.33175,-121.9139,OR,United States,West
109,Report 109: Union Pacific Railway Conductor Observes Great Ape on Railroad Trackbed,Class A,1995-07-10T12:00:00Z,1995,1995,July,Summer,45.65125,-121.9123,OR,United States,West
37044,Report 37044: Memory told of a daylight sighting while fishing a creek near Crescent Lake Junction,Class A,1978-08-15T12:00:00Z,1978,1978,August,Summer,43.48257,-121.9104,OR,United States,West
1595,Report 1595: Family sees an upright figure covered with black hair that walks across the road in front of their car,Class A,1979-12-07T12:00:00Z,1979,1979,December,Winter,47.3704,-122.782,WA,United States,West
1591,Report 1591: Sounds heard answered by another more distant source,Class B,1996-01-01T12:00:00Z,1996,1996,January,Winter,47.3724,-122.5819,WA,United States,West
7483,Report 7483: Morning daylight sighting around rural homes near Kent,Class A,1986-12-25T12:00:00Z,1986,1986,December,Winter,47.39,-122.2187,WA,United States,West
1386,Report 1386: Two unsusual man-like tracks discovered,Class B,1998-05-18T12:00:00Z,1998,1998,May,Spring,47.3958,-121.5356,WA,United States,West
7298,Report 7298: Two fishermen encounter an unknown biped along a creek,Class A,1980-08-15T12:00:00Z,1980,1980,August,Summer,43.5705,-121.8955,OR,United States,West
16416,Report 16416: Possible vocalizations heard near Lake Cushman,Class B,2006-11-03T12:00:00Z,2006,2006,November,Fall,47.396,-123.1976,WA,United States,West
16053,Report 16053: Possible daytime sighting on Lake Cushman,Class B,2006-11-19T12:00:00Z,2006,2006,November,Fall,47.3978,-123.2008,WA,United States,West
5136,Report 5136: Multible witnesses hear loud screams and have rocks thrown into camp near Cle Elum lake,Class B,2004-12-07T12:00:00Z,2004,2004,December,Winter,47.3991,-121.1008,WA,United States,West
5816,Report 5816: Nighttime encounter by a worker at a logging site,Class B,1968-08-23T12:00:00Z,1968,1968,August,Summer,45.2075,-121.886,OR,United States,West
7785,Report 7785: Family in small boat hears animal retreating and finds prints,Class B,1963-07-15T12:00:00Z,1963,1963,July,Summer,43.8628,-121.8829,OR,United States,West
9121,Report 9121: Outdoorsman hears vocalizations near Tinkham Campground,Class B,2004-07-22T12:00:00Z,2004,2004,July,Summer,47.40245,-121.5633,WA,United States,West
5100,"Report 5100: Hiker sees, attempts to photograph a sasquatch in the Columbia Gorge",Class A,2002-09-24T12:00:00Z,2002,2002,September,Fall,45.63923,-121.8735,OR,United States,West
7146,Report 7146: Two teenage boys are approached during lakeside play,Class A,1992-08-15T12:00:00Z,1992,1992,August,Summer,47.4028,-123.2022,WA,United States,West
4403,Report 4403: Late night encounter by young campers in Maple Valley Wa,Class B,1975-07-31T12:00:00Z,1975,1975,July,Summer,47.40667,-122.0375,WA,United States,West
1841,Report 1841: Fishing guides thought they were chased onto a dam,Class B,1994-09-10T12:00:00Z,1994,1994,September,Fall,47.41,-121.725,WA,United States,West
24631,Report 24631: Motorists see an ape run across Hwy 26 near dusk outside of Rhododendron,Class A,2008-08-25T12:00:00Z,2008,2008,August,Summer,45.31061,-121.8388,OR,United States,West
45423,Report 45423: Memory told of seeing two sasquatches by a river west of Union,Class A,2002-05-15T12:00:00Z,2002,2002,May,Spring,47.41184,-123.3212,WA,United States,West
1225,Report 1225: Creature seen crossing road,Class A,1997-07-03T12:00:00Z,1997,1997,July,Summer,47.41306,-123.8792,WA,United States,West
57484,Report 57484: Camper hears possible vocalizations after dark near Cooper Lake,Class B,2017-05-12T12:00:00Z,2017,2017,May,Spring,47.41704,-121.1417,WA,United States,West
